sample,gate,global_z,local_z,delay_scale_factor,resamples
1,G1,-0.6551853536430725,0.34666057866991096,0.9976774683242033,0
1,G2,-0.6551853536430725,0.161378628838708,0.9884133708326432,0
1,G3,-0.6551853536430725,1.8476805738752888,1.0727284680844722,0
1,G4,-0.6551853536430725,0.27457951664016034,0.9940734152227159,0
1,G5,-0.6551853536430725,0.8597445278286374,1.0233316657821396,0
1,G6,-0.6551853536430725,-0.03578425220346266,0.9785552267805346,0
1,G7,-0.6551853536430725,0.20473492672641574,0.9905811857270286,0
2,G1,0.786336974405439,0.31506657621894485,1.0393434380431104,0
2,G2,0.786336974405439,-0.6011281359955719,0.9935337024323845,0
2,G3,0.786336974405439,1.5696822632603444,1.1020742223951803,0
2,G4,0.786336974405439,0.3169625986285099,1.0394382391635886,0
2,G5,0.786336974405439,0.34077063606420444,1.0406286410353733,0
2,G6,0.786336974405439,1.92141523420473,1.1196608709423996,0
2,G7,0.786336974405439,-1.4443436968949006,0.951372924387418,0
3,G1,-1.185601867364901,1.20507018902739,1.0246854534304224,0
3,G2,-1.185601867364901,-0.8324149729615168,0.9228111953309771,0
3,G3,-1.185601867364901,-1.1815924592180718,0.9053523210181493,0
3,G4,-1.185601867364901,0.4098460162423758,0.9849242447911718,0
3,G5,-1.185601867364901,0.30913847762994406,0.9798888678605502,0
3,G6,-1.185601867364901,-0.7307509864688437,0.9278943946556107,0
3,G7,-1.185601867364901,-2.658473202518894,0.8315082838531083,0
4,G1,-0.3019538153383101,-0.0016116233097179457,0.9908608043743647,0
4,G2,-0.3019538153383101,-1.441419258277785,0.9188704226259614,0
4,G3,-0.3019538153383101,-1.0071939858405108,0.9405816862478251,0
4,G4,-0.3019538153383101,-0.918801148181909,0.9450013281307552,0
4,G5,-0.3019538153383101,0.30885318070990064,1.0063840445753458,0
4,G6,-0.3019538153383101,-1.6286159980568726,0.909510585637007,0
4,G7,-0.3019538153383101,-0.6649840230495077,0.9576921843873752,0
5,G1,0.6609486836384235,-1.0517606875367471,0.9672404261323154,0
5,G2,0.6609486836384235,0.23505296315529114,1.0315811086669173,0
5,G3,0.6609486836384235,-1.5638441713895872,0.9416362519396734,0
5,G4,0.6609486836384235,-0.6741095557394701,0.9861229827221792,0
5,G5,0.6609486836384235,0.2860140862822075,1.0341291648232631,0
5,G6,0.6609486836384235,0.5975356633263547,1.0497052436754706,0
5,G7,0.6609486836384235,2.142212126247834,1.1269390668215444,0
6,G1,-0.7580166300500291,0.20351717769185013,0.9874353599830916,0
6,G2,-0.7580166300500291,0.6046823017456315,1.0074936161857808,0
6,G3,-0.7580166300500291,0.8441673942242439,1.0194678708097114,0
6,G4,-0.7580166300500291,0.01098120728443871,0.9778085614627211,0
6,G5,-0.7580166300500291,-0.42842574686976104,0.9558382137550111,0
6,G6,-0.7580166300500291,0.6057746840574628,1.0075482353013723,0
6,G7,-0.7580166300500291,0.4415899168972371,0.999338996943361,0
7,G1,0.29193650077935557,-0.06992301909610343,1.0052619440685755,0
7,G2,0.29193650077935557,-0.8433913616791822,0.9665885269394217,0
7,G3,0.29193650077935557,0.09289623612600864,1.0134029068296813,0
7,G4,0.29193650077935557,-0.800288267228209,0.9687436816619703,0
7,G5,0.29193650077935557,0.6119987255630756,1.0393580313015345,0
7,G6,0.29193650077935557,0.7218737491288044,1.044851782479821,0
7,G7,0.29193650077935557,0.1767009812229428,1.0175931440845278,0
8,G1,0.319075818234384,1.238456358823163,1.0714950924881896,0
8,G2,0.319075818234384,-1.3401268731716838,0.9425659308884473,0
8,G3,0.319075818234384,-0.027414475171395898,1.0082015507884616,0
8,G4,0.319075818234384,0.08428247054991571,1.0137863980745272,0
8,G5,0.319075818234384,0.47821725776964896,1.033483137435514,0
8,G6,0.319075818234384,-2.0012951034562985,0.9095075193742166,0
8,G7,0.319075818234384,0.8976675857530779,1.0544556538346854,0
9,G1,-1.1376978446294268,0.7032119022794586,1.00102965977509,0
9,G2,-1.1376978446294268,-1.315394579141755,0.9000993357040294,0
9,G3,-1.1376978446294268,-0.20016291165468356,0.955860919078383,0
9,G4,-1.1376978446294268,-2.01851617618814,0.8649432558517102,0
9,G5,-1.1376978446294268,1.3716821980720793,1.0344531745647212,0
9,G6,-1.1376978446294268,-0.3980832982844796,0.9459648997468932,0
9,G7,-1.1376978446294268,0.12002760886210485,0.9718704451042225,0
10,G1,-2.844765951486734,-0.2167962909625263,0.9038172069072716,0
10,G2,-2.844765951486734,0.7278124805070578,0.9510476454807508,0
10,G3,-2.844765951486734,-1.2404795514141875,0.8526330438846885,0
10,G4,-2.844765951486734,0.6138055343488446,0.9453472981728401,0
10,G5,-2.844765951486734,0.31405837395438035,0.930359940153117,0
10,G6,-2.844765951486734,1.0763672476876185,0.9684753838397788,0
10,G7,-2.844765951486734,-0.28257556702534337,0.9005282431041308,0
11,G1,2.6083359940940136,0.8458907290210913,1.120544616273875,0
11,G2,2.6083359940940136,1.1571115260117377,1.1361056561234073,0
11,G3,2.6083359940940136,1.925352619321047,1.174517710788873,0
11,G4,2.6083359940940136,-0.8549442894422148,1.0355028653507097,0
11,G5,2.6083359940940136,0.8489804978511429,1.1206991047153776,0
11,G6,2.6083359940940136,0.5054222241887819,1.1035211910322595,0
11,G7,2.6083359940940136,0.9787680626943088,1.127188482957536,0
12,G1,-0.5584561506911465,-0.2611751017549361,0.9701875603915188,0
12,G2,-0.5584561506911465,-0.2989495717536899,0.968298836891581,0
12,G3,-0.5584561506911465,0.6986484076764405,1.0181787358630876,0
12,G4,-0.5584561506911465,-1.3166010862355098,0.9174162611674901,0
12,G5,-0.5584561506911465,-0.06633711359100165,0.9799294597997155,0
12,G6,-0.5584561506911465,0.5826962939319617,1.0123811301758636,0
12,G7,-0.5584561506911465,0.565139052063152,1.0115032680824232,0
